Customer_ID,Name,First_order,Total_orders,Total_revenue,Average_order_value,Time_to_2nd_purchase,Last_purchase,City , tier,Acquisition_channel,RePurchased
CUST-0004768,Jackson Nanda,5/21/2022,1,1462,1462,,5/21/2022,Gurgaon , Tier 2,Influencer,N
CUST-0004769,Ganga Tiwari,3/14/2022,2,3657,1828.5,471,6/28/2023,Ludhiana , Tier 2,Meta,Y
CUST-0004770,Radhika Khosla,3/4/2025,2,5581,2790.5,261,11/20/2025,Mysuru , Tier 2,Meta,Y
CUST-0004771,Aadhya Datta,6/18/2022,4,9000,2250,224,9/3/2025,Delhi , Tier 1,Meta,Y
CUST-0004772,Atharv Prabhakar,11/5/2024,1,2593,2593,,11/5/2024,Hyderabad , Tier 1,Google,N
CUST-0004773,Sachi Toor,8/12/2024,1,2632,2632,,8/12/2024,Dehradun , Tier 2,Influencer,N
CUST-0004774,Adya Walia,12/1/2023,2,4772,2386,207,6/25/2024,Dehradun , Tier 2,Meta,Y
CUST-0004775,Jhalak Dada,12/19/2024,2,5746,2873,88,3/17/2025,Lucknow , Tier 2,Email/SMS,Y
CUST-0004779,Ishani Kapoor,11/15/2025,1,3595,3595,,11/15/2025,Bengaluru , Tier 1,Meta,N
CUST-0004780,Ayushman Borah,8/27/2022,2,4244,2122,837,12/11/2024,Rajkot , Tier 2,Organic Instagram,Y
CUST-0004782,Alexander Lal,8/24/2025,1,2582,2582,,8/24/2025,Lucknow , Tier 2,Meta,N
CUST-0004783,Faraj Keer,11/3/2023,1,2437,2437,,11/3/2023,Delhi , Tier 1,Google,N
CUST-0004785,Simon Khurana,10/22/2024,1,2826,2826,,10/22/2024,Gurgaon , Tier 2,Influencer,N
CUST-0004786,Turvi Sandhu,2/27/2022,5,10516,2103.2,239,9/25/2025,Delhi , Tier 1,Meta,Y
CUST-0004790,Yadavi Borra,5/9/2023,1,2052,2052,,5/9/2023,Kolkata , Tier 1,Instagram DM,N
CUST-0004792,Yashvi Walia,12/9/2022,3,7501,2500.33,455,12/22/2025,Delhi , Tier 1,Influencer,Y
CUST-0004793,Pallavi Tara,3/4/2024,2,5629,2814.5,211,10/2/2024,Indore , Tier 2,Meta,Y
CUST-0004794,Faqid Soni,3/7/2024,1,2664,2664,,3/7/2024,Mumbai , Tier 1,Meta,N
CUST-0004796,Girindra Barad,2/21/2024,1,2843,2843,,2/21/2024,Delhi , Tier 1,Meta,N
CUST-0004797,Bhavna Bhasin,8/30/2023,2,4799,2399.5,91,11/29/2023,Delhi , Tier 1,Google,Y
CUST-0004798,Ikshita Rai,5/12/2023,3,7136,2378.67,0,9/18/2025,Hyderabad , Tier 1,Organic Instagram,Y
CUST-0004800,Wriddhish Bahl,3/25/2023,3,8414,2804.67,894,9/21/2025,Surat , Tier 2,Meta,Y
CUST-0004801,Abha Balan,2/15/2023,1,2487,2487,,2/15/2023,Bengaluru , Tier 1,Google,N
CUST-0004802,Isaac Bakshi,12/9/2023,1,2643,2643,,12/9/2023,Vadodara , Tier 2,Influencer,N
CUST-0004803,Charvi Ram,4/21/2023,3,7444,2481.33,410,12/11/2025,Indore , Tier 2,Google,Y
CUST-0004805,Chavvi Loyal,11/6/2025,1,3115,3115,,11/6/2025,Coimbatore , Tier 2,Meta,N
CUST-0004806,Azaan Murthy,1/23/2025,1,2920,2920,,1/23/2025,Chennai , Tier 1,Google,N
CUST-0004809,Tejas Chhabra,10/10/2022,2,3518,1759,228,5/27/2023,Jaipur , Tier 2,Meta,Y
CUST-0004811,Lucky Butala,9/13/2024,1,2846,2846,,9/13/2024,Noida , Tier 2,Google,N
CUST-0004812,Sachi Sant,8/30/2024,2,6379,3189.5,200,3/18/2025,Bengaluru , Tier 1,Google,Y
CUST-0004813,Chaitaly Choudhury,1/7/2022,2,3545,1772.5,108,4/25/2022,Delhi , Tier 1,Meta,Y
CUST-0004814,Azad Bajaj,4/1/2025,1,3845,3845,,4/1/2025,Kolkata , Tier 1,Organic Instagram,N
CUST-0004815,Ranbir Dubey,12/19/2025,1,3034,3034,,12/19/2025,Mumbai , Tier 1,Meta,N
CUST-0004816,Indrajit Bhagat,7/20/2023,1,2685,2685,,7/20/2023,Bengaluru , Tier 1,Influencer,N
CUST-0004817,Balendra Batra,9/21/2023,3,8159,2719.67,270,9/4/2024,Ahmedabad , Tier 1,Google,Y
CUST-0004818,Qasim Ratti,10/18/2022,3,7251,2417,149,5/15/2025,Pune , Tier 1,Meta,Y
CUST-0004819,Patrick Tripathi,3/23/2023,2,5020,2510,324,2/10/2024,Surat , Tier 2,Meta,Y
CUST-0004821,Chakrika Dash,3/7/2023,1,1887,1887,,3/7/2023,Kochi , Tier 2,Google,N
CUST-0004822,Vasatika Rege,6/2/2022,2,3808,1904,366,6/3/2023,Bhopal , Tier 2,Meta,Y
CUST-0004823,Jacob Shanker,8/16/2024,1,2122,2122,,8/16/2024,Pune , Tier 1,Instagram DM,N
CUST-0004825,Qasim Patla,6/8/2025,1,3054,3054,,6/8/2025,Hyderabad , Tier 1,Email/SMS,N
CUST-0004826,Jackson Gill,9/19/2025,1,3223,3223,,9/19/2025,Pune , Tier 1,Email/SMS,N
CUST-0004827,Rushil Ray,4/12/2025,1,3159,3159,,4/12/2025,Bhopal , Tier 2,Meta,N
CUST-0004828,Avi D’Alia,10/23/2022,2,5137,2568.5,733,10/25/2024,Surat , Tier 2,Meta,Y
CUST-0004829,Anmol Raman,8/25/2025,1,2883,2883,,8/25/2025,Kolkata , Tier 1,Meta,N
CUST-0004830,Chaitaly Mane,2/6/2022,3,7278,2426,432,4/29/2025,Bengaluru , Tier 1,Organic Instagram,Y
CUST-0004831,Waida Chacko,2/1/2022,2,3300,1650,271,10/31/2022,Pune , Tier 1,Influencer,Y
CUST-0004834,Edhitha Mammen,8/30/2023,1,1836,1836,,8/30/2023,Kolkata , Tier 1,Meta,N
CUST-0004835,Upkaar Mitra,4/30/2024,1,3314,3314,,4/30/2024,Visakhapatnam , Tier 2,Meta,N
CUST-0004836,Abhiram Khurana,11/4/2022,6,15102,2517,475,6/6/2025,Hyderabad , Tier 1,Google,Y
CUST-0004837,Jairaj Saraf,2/13/2024,2,6325,3162.5,642,11/16/2025,Chandigarh , Tier 2,Meta,Y
CUST-0004838,Viraj Balasubramanian,3/9/2022,1,2129,2129,,3/9/2022,Hyderabad , Tier 1,Influencer,N
CUST-0004839,Yachana D’Alia,2/18/2023,1,2197,2197,,2/18/2023,Ludhiana , Tier 2,Google,N
CUST-0004840,Osha Rao,8/20/2022,4,8983,2245.75,277,9/29/2025,Rajkot , Tier 2,Influencer,Y
CUST-0004841,Patrick Lad,11/8/2023,1,2541,2541,,11/8/2023,Delhi , Tier 1,Meta,N
CUST-0004843,Faraj Dhingra,2/23/2024,2,5613,2806.5,271,11/21/2024,Noida , Tier 2,Meta,Y
CUST-0004845,Chatresh Dugal,6/19/2023,2,5471,2735.5,869,11/4/2025,Hyderabad , Tier 1,Instagram DM,Y
CUST-0004846,Jonathan Mann,12/31/2025,1,2701,2701,,12/31/2025,Kochi , Tier 2,Google,N
CUST-0004847,Qadim Lal,8/28/2025,1,2576,2576,,8/28/2025,Chennai , Tier 1,Meta,N
CUST-0004848,Chasmum Dora,1/19/2022,1,1896,1896,,1/19/2022,Kolkata , Tier 1,Meta,N
CUST-0004849,Hardik Patel,3/15/2022,1,2054,2054,,3/15/2022,Visakhapatnam , Tier 2,Meta,N
CUST-0004850,Jasmit Agarwal,10/8/2023,1,2489,2489,,10/8/2023,Ahmedabad , Tier 1,Instagram DM,N
CUST-0004851,Charles Kala,10/5/2025,1,2729,2729,,10/5/2025,Kolkata , Tier 1,Meta,N
CUST-0004852,Neel Ahluwalia,2/13/2025,1,3140,3140,,2/13/2025,Ahmedabad , Tier 1,Influencer,N
CUST-0004853,Gaurangi Kala,2/7/2025,1,3226,3226,,2/7/2025,Ludhiana , Tier 2,Influencer,N
CUST-0004855,Ayaan Minhas,4/3/2025,1,3201,3201,,4/3/2025,Hyderabad , Tier 1,Meta,N
CUST-0004856,Omya Upadhyay,6/19/2023,1,2060,2060,,6/19/2023,Ahmedabad , Tier 1,Google,N
CUST-0004857,Kalpit Varughese,6/4/2024,1,2528,2528,,6/4/2024,Ludhiana , Tier 2,Instagram DM,N
CUST-0004859,Devansh Joshi,10/2/2024,1,2658,2658,,10/2/2024,Mysuru , Tier 2,Organic Instagram,N
CUST-0004861,Hiral Boase,1/24/2023,4,9679,2419.75,152,9/20/2024,Pune , Tier 1,Email/SMS,Y
CUST-0004862,Anita Rao,2/26/2022,3,7442,2480.67,600,6/29/2025,Delhi , Tier 1,Email/SMS,Y
CUST-0004866,Ranbir Halder,6/12/2024,3,7805,2601.67,1,11/5/2024,Noida , Tier 2,Meta,Y
CUST-0004867,Aarush Chanda,5/11/2022,1,1519,1519,,5/11/2022,Vadodara , Tier 2,Meta,N
CUST-0004868,Oviya Vig,4/1/2024,1,3063,3063,,4/1/2024,Chandigarh , Tier 2,Organic Instagram,N
CUST-0004870,Anya Raghavan,10/25/2023,4,10922,2730.5,12,9/25/2025,Ahmedabad , Tier 1,Influencer,Y
CUST-0004871,Yashawini Garg,3/4/2022,4,9819,2454.75,576,4/15/2025,Delhi , Tier 1,Google,Y
CUST-0004873,Vasudha Grover,7/14/2022,2,4508,2254,1115,8/2/2025,Ahmedabad , Tier 1,Meta,Y
CUST-0004876,Urishilla Guha,10/17/2023,3,8178,2726,11,2/23/2025,Coimbatore , Tier 2,Offline (Friends/Family),Y
CUST-0004877,Xavier Halder,8/27/2022,2,4162,2081,415,10/16/2023,Ludhiana , Tier 2,Meta,Y
CUST-0004880,Chanakya Raj,9/24/2023,4,11686,2921.5,382,10/5/2025,Pune , Tier 1,Meta,Y
CUST-0004881,Ayushman Rege,7/3/2022,3,5708,1902.67,6,9/26/2023,Delhi , Tier 1,Meta,Y
CUST-0004882,Dev Kala,12/31/2022,1,1960,1960,,12/31/2022,Pune , Tier 1,Organic Instagram,N
CUST-0004883,Chatresh Balasubramanian,9/16/2022,5,11910,2382,125,4/26/2025,Surat , Tier 2,Meta,Y
CUST-0004884,Rushil Ahluwalia,3/14/2023,1,2594,2594,,3/14/2023,Mumbai , Tier 1,Meta,N
CUST-0004888,Urvi Konda,6/2/2024,2,6895,3447.5,222,1/11/2025,Kanpur , Tier 2,Google,Y
CUST-0004889,Mohini Shah,4/15/2024,2,5142,2571,400,5/20/2025,Vadodara , Tier 2,Meta,Y
CUST-0004890,Eshana Bera,4/24/2022,3,5580,1860,512,10/4/2023,Kolkata , Tier 1,Meta,Y
CUST-0004891,Ojasvi Srinivasan,11/11/2022,2,3952,1976,270,8/8/2023,Dehradun , Tier 2,Google,Y
CUST-0004892,Gautami Trivedi,10/15/2025,1,2944,2944,,10/15/2025,Coimbatore , Tier 2,Meta,N
CUST-0004893,Sachi Mukhopadhyay,7/9/2023,2,5091,2545.5,608,3/9/2025,Delhi , Tier 1,Meta,Y
CUST-0004895,Nihal Bajaj,10/22/2023,2,5753,2876.5,739,10/31/2025,Chennai , Tier 1,Meta,Y
CUST-0004896,Xiti Bawa,4/21/2024,1,2562,2562,,4/21/2024,Nagpur , Tier 2,Meta,N
CUST-0004897,Avni Khosla,1/31/2025,1,2753,2753,,1/31/2025,Noida , Tier 2,Meta,N
CUST-0004899,Nilima Bhatnagar,3/6/2022,2,3647,1823.5,239,10/31/2022,Ludhiana , Tier 2,Google,Y
CUST-0004900,Arya Oommen,9/3/2022,5,13249,2649.8,586,11/11/2025,Coimbatore , Tier 2,Meta,Y
CUST-0004903,Mitali Johal,7/10/2023,1,1922,1922,,7/10/2023,Vadodara , Tier 2,Google,N
CUST-0004905,Balendra Raj,10/18/2023,1,1987,1987,,10/18/2023,Mumbai , Tier 1,Meta,N
CUST-0004906,Charvi Dixit,2/7/2022,1,1661,1661,,2/7/2022,Ahmedabad , Tier 1,Influencer,N
CUST-0004908,Hredhaan Ganesan,2/14/2023,1,2047,2047,,2/14/2023,Kanpur , Tier 2,Meta,N
CUST-0004911,Bishakha Devi,6/1/2022,4,10013,2503.25,591,1/31/2025,Gurgaon , Tier 2,Influencer,Y
CUST-0004913,Pranav Sathe,3/23/2022,1,1551,1551,,3/23/2022,Indore , Tier 2,Influencer,N
CUST-0004914,Harinakshi Ganesan,3/19/2022,2,5092,2546,1318,10/27/2025,Indore , Tier 2,Influencer,Y
CUST-0004916,Hamsini Balakrishnan,1/20/2023,1,2238,2238,,1/20/2023,Chennai , Tier 1,Influencer,N
CUST-0004917,Aayush Halder,4/8/2023,1,1968,1968,,4/8/2023,Delhi , Tier 1,Meta,N
CUST-0004918,Ishaan Pal,2/17/2022,2,5578,2789,1347,10/27/2025,Dehradun , Tier 2,Offline (Friends/Family),Y
CUST-0004919,Naveen Dar,1/14/2022,1,1426,1426,,1/14/2022,Pune , Tier 1,Meta,N
CUST-0004924,Nitara Swamy,11/10/2024,1,3330,3330,,11/10/2024,Kochi , Tier 2,Google,N
CUST-0004925,Ayaan Shenoy,4/30/2025,1,3545,3545,,4/30/2025,Delhi , Tier 1,Offline (Friends/Family),N
CUST-0004926,Chanakya Shanker,8/28/2023,1,2252,2252,,8/28/2023,Pune , Tier 1,Meta,N
CUST-0004927,Janaki Yogi,7/5/2025,1,2769,2769,,7/5/2025,Noida , Tier 2,Organic Instagram,N
CUST-0004928,Jalsa Gaba,6/11/2022,3,7757,2585.67,1216,12/31/2025,Mumbai , Tier 1,Meta,Y
CUST-0004929,Eiravati Bath,1/6/2024,2,5055,2527.5,57,3/4/2024,Indore , Tier 2,Meta,Y
CUST-0004931,Dhriti Balay,10/18/2022,2,4797,2398.5,988,7/3/2025,Bengaluru , Tier 1,Meta,Y
CUST-0004934,Jackson Chakraborty,8/6/2022,6,13622,2270.33,156,3/24/2025,Pune , Tier 1,Meta,Y
CUST-0004935,Charvi Kohli,12/10/2023,1,1838,1838,,12/10/2023,Ahmedabad , Tier 1,Meta,N
CUST-0004936,Varsha Koshy,3/6/2023,1,2426,2426,,3/6/2023,Rajkot , Tier 2,Meta,N
CUST-0004939,Panini Mand,12/1/2023,1,2598,2598,,12/1/2023,Lucknow , Tier 2,Meta,N
CUST-0004940,Darika Tak,10/13/2022,2,4523,2261.5,509,3/5/2024,Chennai , Tier 1,Google,Y
CUST-0004941,Faris Date,8/19/2024,1,3152,3152,,8/19/2024,Jaipur , Tier 2,Google,N
CUST-0004943,Ayaan Hans,4/4/2023,1,1853,1853,,4/4/2023,Coimbatore , Tier 2,Meta,N
CUST-0004944,Ladli Warrior,8/12/2023,5,12942,2588.4,82,9/22/2025,Bhopal , Tier 2,Meta,Y
CUST-0004945,Ryan Bal,3/6/2025,1,3028,3028,,3/6/2025,Ahmedabad , Tier 1,Meta,N
CUST-0004947,Dayita Chauhan,2/23/2022,2,4092,2046,553,8/31/2023,Vadodara , Tier 2,Influencer,Y
CUST-0004948,Rohan Chauhan,11/13/2023,1,1991,1991,,11/13/2023,Bhubaneswar , Tier 2,Meta,N
CUST-0004949,Yasti Shankar,8/14/2022,1,2031,2031,,8/14/2022,Delhi , Tier 1,Meta,N
CUST-0004950,Charita Khurana,9/23/2025,2,6696,3348,88,12/20/2025,Pune , Tier 1,Meta,Y
CUST-0004954,Jack More,1/24/2022,4,8008,2002,213,4/15/2023,Mysuru , Tier 2,Influencer,Y
CUST-0004955,Lucky Sidhu,1/23/2024,1,2576,2576,,1/23/2024,Chandigarh , Tier 2,Organic Instagram,N
CUST-0004956,Leena Sen,7/24/2022,1,1743,1743,,7/24/2022,Bengaluru , Tier 1,Google,N
CUST-0004957,Isaac Agrawal,11/1/2023,2,5753,2876.5,484,2/28/2025,Bengaluru , Tier 1,Influencer,Y
CUST-0004958,Bahadurjit Kibe,8/3/2023,2,6044,3022,561,2/15/2025,Mumbai , Tier 1,Organic Instagram,Y
CUST-0004960,Vrinda Chaudry,5/23/2024,1,2315,2315,,5/23/2024,Surat , Tier 2,Google,N
CUST-0004961,Saksham Sastry,3/12/2022,4,8554,2138.5,361,10/29/2023,Ahmedabad , Tier 1,Influencer,Y
CUST-0004962,Avi Narayan,8/20/2024,2,6265,3132.5,79,11/8/2024,Nashik , Tier 2,Influencer,Y
CUST-0004963,Vaishnavi Mukhopadhyay,8/3/2024,2,7025,3512.5,402,9/10/2025,Lucknow , Tier 2,Meta,Y
CUST-0004964,Dakshesh Devan,11/2/2022,2,4518,2259,474,2/20/2024,Chennai , Tier 1,Meta,Y
CUST-0004966,Xavier Sengupta,1/5/2023,4,9697,2424.25,69,11/13/2025,Surat , Tier 2,Instagram DM,Y
CUST-0004968,Turvi Kar,12/1/2025,1,3237,3237,,12/1/2025,Ahmedabad , Tier 1,Email/SMS,N
CUST-0004969,Ganga Goda,11/3/2022,1,1795,1795,,11/3/2022,Delhi , Tier 1,Offline (Friends/Family),N
CUST-0004970,Aachal Rout,4/12/2025,1,3385,3385,,4/12/2025,Mumbai , Tier 1,Meta,N
CUST-0004971,Edhitha Mohan,10/12/2024,1,2352,2352,,10/12/2024,Pune , Tier 1,Meta,N
CUST-0004972,Darpan Mander,5/24/2022,4,10589,2647.25,249,5/14/2024,Chennai , Tier 1,Meta,Y
CUST-0004974,Meghana Sridhar,9/5/2024,2,5972,2986,63,11/8/2024,Dehradun , Tier 2,Influencer,Y
CUST-0004975,Urvashi Sagar,11/30/2024,1,2558,2558,,11/30/2024,Ranchi , Tier 2,Google,N
CUST-0004976,David Tata,2/19/2022,1,1971,1971,,2/19/2022,Surat , Tier 2,Google,N
CUST-0004977,Warinder Yohannan,6/20/2023,2,5153,2576.5,416,8/10/2024,Mumbai , Tier 1,Meta,Y
CUST-0004979,Yamini Dhawan,3/27/2024,2,5463,2731.5,141,8/16/2024,Chennai , Tier 1,Google,Y
CUST-0004980,Samesh Anand,11/1/2022,1,1691,1691,,11/1/2022,Visakhapatnam , Tier 2,Meta,N
CUST-0004985,Ganga Nayak,4/17/2023,5,14337,2867.4,89,12/7/2025,Mumbai , Tier 1,Influencer,Y
CUST-0004986,Advaith Ghosh,1/20/2023,2,4837,2418.5,133,6/3/2023,Delhi , Tier 1,Meta,Y
CUST-0004987,Pahal Varma,11/23/2023,1,2046,2046,,11/23/2023,Bengaluru , Tier 1,Google,N
CUST-0004988,Yachana Palla,12/7/2025,1,3473,3473,,12/7/2025,Surat , Tier 2,Influencer,N
CUST-0004989,Yagnesh Kapadia,6/11/2022,2,4373,2186.5,444,8/29/2023,Delhi , Tier 1,Organic Instagram,Y
CUST-0004991,Damini Gulati,4/26/2023,1,2067,2067,,4/26/2023,Bhopal , Tier 2,Meta,N
CUST-0004994,Maanav Dyal,11/24/2025,1,2487,2487,,11/24/2025,Mumbai , Tier 1,Meta,N
CUST-0004995,Mohini Upadhyay,1/23/2022,3,6521,2173.67,272,6/18/2025,Mysuru , Tier 2,Influencer,Y
CUST-0005002,Aadi Dani,9/1/2024,3,8219,2739.67,63,11/11/2025,Mysuru , Tier 2,Instagram DM,Y
CUST-0005004,Qushi Mukhopadhyay,5/25/2022,2,4637,2318.5,965,1/15/2025,Bengaluru , Tier 1,Instagram DM,Y
CUST-0005005,Balhaar Bhagat,3/14/2022,2,4072,2036,238,11/7/2022,Delhi , Tier 1,Meta,Y
CUST-0005007,Chanakya Shukla,1/30/2025,1,3116,3116,,1/30/2025,Visakhapatnam , Tier 2,Meta,N
CUST-0005008,Zaitra Keer,6/8/2023,1,2101,2101,,6/8/2023,Delhi , Tier 1,Google,N
CUST-0005009,Lohit Merchant,11/5/2023,1,2756,2756,,11/5/2023,Lucknow , Tier 2,Google,N
CUST-0005010,Vinaya Kar,5/8/2024,3,9359,3119.67,314,10/6/2025,Bengaluru , Tier 1,Meta,Y
CUST-0005011,Raksha Choudhry,4/15/2024,1,2722,2722,,4/15/2024,Chandigarh , Tier 2,Meta,N
CUST-0005012,Warjas Cheema,12/24/2024,1,2845,2845,,12/24/2024,Hyderabad , Tier 1,Influencer,N
CUST-0005014,Yatin Bhargava,3/16/2025,1,3189,3189,,3/16/2025,Jaipur , Tier 2,Meta,N
CUST-0005015,Patrick Barman,9/24/2025,2,5381,2690.5,39,11/3/2025,Bhopal , Tier 2,Offline (Friends/Family),Y
CUST-0005016,Pranit Tandon,12/26/2023,1,2347,2347,,12/26/2023,Delhi , Tier 1,Meta,N
CUST-0005017,Shivansh Dasgupta,11/10/2023,2,5874,2937,606,7/9/2025,Coimbatore , Tier 2,Meta,Y
CUST-0005018,Rishi Batta,9/13/2023,2,5168,2584,303,7/12/2024,Hyderabad , Tier 1,Meta,Y
CUST-0005019,Isaac Golla,6/18/2022,1,2262,2262,,6/18/2022,Pune , Tier 1,Google,N
CUST-0005020,Vasudha Nagar,5/28/2022,1,1647,1647,,5/28/2022,Kochi , Tier 2,Meta,N
CUST-0005021,Indrajit Deshmukh,8/17/2025,1,3267,3267,,8/17/2025,Nagpur , Tier 2,Meta,N
CUST-0005022,Reva Madan,4/21/2024,1,3129,3129,,4/21/2024,Delhi , Tier 1,Offline (Friends/Family),N
CUST-0005023,Hemang Lall,12/20/2025,1,2826,2826,,12/20/2025,Delhi , Tier 1,Meta,N
CUST-0005024,Vincent Dugar,11/3/2023,1,2536,2536,,11/3/2023,Nagpur , Tier 2,Meta,N
CUST-0005026,Waida Saini,5/8/2025,1,3684,3684,,5/8/2025,Delhi , Tier 1,Influencer,N
CUST-0005028,Jackson Shankar,8/3/2025,2,6328,3164,64,10/6/2025,Delhi , Tier 1,Meta,Y
CUST-0005029,Kabir Shetty,12/2/2025,1,3366,3366,,12/2/2025,Mumbai , Tier 1,Meta,N
CUST-0005032,Henry Sunder,6/13/2022,1,2152,2152,,6/13/2022,Lucknow , Tier 2,Meta,N
CUST-0005036,Samar Sibal,10/26/2023,2,4585,2292.5,419,12/19/2024,Delhi , Tier 1,Google,Y
CUST-0005037,Ridhi Kunda,1/23/2023,1,2660,2660,,1/23/2023,Mumbai , Tier 1,Influencer,N
CUST-0005039,Ronith Varughese,4/12/2025,1,2730,2730,,4/12/2025,Kochi , Tier 2,Meta,N
CUST-0005040,Liam Pant,9/7/2024,1,2569,2569,,9/7/2024,Ahmedabad , Tier 1,Influencer,N
CUST-0005041,Udyati Gill,10/8/2023,1,2202,2202,,10/8/2023,Mumbai , Tier 1,Meta,N
CUST-0005042,Indira Bhagat,4/16/2024,1,2867,2867,,4/16/2024,Gurgaon , Tier 2,Instagram DM,N
CUST-0005043,Netra Gala,4/30/2022,1,1602,1602,,4/30/2022,Jaipur , Tier 2,Meta,N
CUST-0005044,Rohan Murty,3/18/2023,1,1884,1884,,3/18/2023,Ludhiana , Tier 2,Meta,N
CUST-0005045,Faris Choudhary,6/9/2024,1,2669,2669,,6/9/2024,Delhi , Tier 1,Meta,N
CUST-0005046,Anjali Sant,4/25/2024,2,6760,3380,148,9/20/2024,Lucknow , Tier 2,Google,Y
CUST-0005047,Damyanti Basu,4/14/2023,1,2074,2074,,4/14/2023,Pune , Tier 1,Meta,N
CUST-0005048,Liam Ramaswamy,8/24/2023,1,2256,2256,,8/24/2023,Kolkata , Tier 1,Meta,N
CUST-0005049,Pavani Tata,11/6/2022,1,2065,2065,,11/6/2022,Mumbai , Tier 1,Meta,N
CUST-0005050,Tanveer Sarma,4/9/2022,3,6800,2266.67,283,6/5/2025,Ahmedabad , Tier 1,Organic Instagram,Y
CUST-0005051,Liam Suresh,4/26/2024,1,2131,2131,,4/26/2024,Pune , Tier 1,Meta,N
CUST-0005052,Sara Patil,4/30/2022,1,1350,1350,,4/30/2022,Patna , Tier 2,Meta,N
CUST-0005053,Ranbir Gade,9/1/2022,1,2301,2301,,9/1/2022,Rajkot , Tier 2,Google,N
CUST-0005054,Saksham Seshadri,8/30/2022,5,12381,2476.2,710,8/13/2025,Rajkot , Tier 2,Email/SMS,Y
CUST-0005055,Anamika Wali,5/27/2024,3,8526,2842,246,10/30/2025,Gurgaon , Tier 2,Meta,Y
CUST-0005056,Ishwar Mangat,10/8/2024,2,5668,2834,335,9/8/2025,Kochi , Tier 2,Influencer,Y
CUST-0005059,Omkaar Apte,8/10/2022,2,4655,2327.5,573,3/5/2024,Indore , Tier 2,Meta,Y
CUST-0005061,Vedika Roy,2/26/2022,3,7113,2371,702,11/18/2025,Kochi , Tier 2,Organic Instagram,Y
CUST-0005063,Bhavika Aurora,9/28/2024,1,3147,3147,,9/28/2024,Dehradun , Tier 2,Google,N
CUST-0005064,Arunima Merchant,3/29/2022,4,8928,2232,343,4/19/2024,Surat , Tier 2,Meta,Y
CUST-0005065,Anamika Pall,6/8/2023,3,7575,2525,424,3/30/2025,Mumbai , Tier 1,Influencer,Y
CUST-0005066,Sanaya Mistry,4/29/2024,1,2079,2079,,4/29/2024,Lucknow , Tier 2,Meta,N
CUST-0005071,Nathaniel Subramaniam,8/19/2023,2,4065,2032.5,57,10/15/2023,Surat , Tier 2,Influencer,Y
CUST-0005073,Odika Chaudhuri,1/5/2022,2,3797,1898.5,570,7/29/2023,Ludhiana , Tier 2,Email/SMS,Y
CUST-0005075,Anusha Goel,8/4/2024,1,2784,2784,,8/4/2024,Noida , Tier 2,Meta,N
CUST-0005078,Advika Thaker,9/9/2022,1,1711,1711,,9/9/2022,Coimbatore , Tier 2,Influencer,N
CUST-0005079,Yug Ram,1/11/2022,2,5110,2555,1446,12/27/2025,Mumbai , Tier 1,Influencer,Y
CUST-0005080,Anthony Bhatti,3/3/2022,2,4830,2415,1399,12/31/2025,Bengaluru , Tier 1,Influencer,Y
CUST-0005084,Kai Dhar,11/9/2023,3,8094,2698,318,12/22/2024,Kanpur , Tier 2,Organic Instagram,Y
CUST-0005085,Yauvani Mody,5/6/2025,1,2575,2575,,5/6/2025,Mumbai , Tier 1,Google,N
CUST-0005086,Jairaj Nagy,2/6/2024,3,7976,2658.67,178,7/30/2025,Delhi , Tier 1,Google,Y
CUST-0005087,Jasmit Sanghvi,5/28/2022,1,2205,2205,,5/28/2022,Bengaluru , Tier 1,Influencer,N
CUST-0005088,Yashasvi Vasa,11/11/2023,1,1929,1929,,11/11/2023,Dehradun , Tier 2,Google,N
CUST-0005089,Azad Parmar,4/14/2023,1,2384,2384,,4/14/2023,Kanpur , Tier 2,Email/SMS,N
CUST-0005090,Megha Dugar,3/14/2023,2,4726,2363,321,1/30/2024,Bengaluru , Tier 1,Meta,Y
CUST-0005091,Teerth Bedi,1/30/2024,1,2680,2680,,1/30/2024,Dehradun , Tier 2,Email/SMS,N
CUST-0005092,Abhiram Sagar,10/9/2022,2,3652,1826,557,4/19/2024,Delhi , Tier 1,Meta,Y
CUST-0005093,Ekta Sanghvi,6/24/2022,5,12705,2541,368,2/8/2025,Chennai , Tier 1,Influencer,Y
CUST-0005095,Unni Barad,12/17/2023,2,5149,2574.5,447,3/8/2025,Pune , Tier 1,Google,Y
CUST-0005097,Ekiya Sabharwal,2/2/2025,2,6705,3352.5,107,5/20/2025,Vadodara , Tier 2,Meta,Y
CUST-0005098,Ryan Chakraborty,5/24/2022,2,3960,1980,327,4/16/2023,Mumbai , Tier 1,Meta,Y
CUST-0005099,Gavin Khurana,3/15/2022,4,10319,2579.75,603,7/10/2024,Bhubaneswar , Tier 2,Meta,Y
CUST-0005100,Odika Dixit,2/4/2022,2,3574,1787,650,11/16/2023,Delhi , Tier 1,Meta,Y
CUST-0005102,Idika Agarwal,5/6/2024,2,5633,2816.5,398,6/8/2025,Ahmedabad , Tier 1,Organic Instagram,Y
CUST-0005103,Upkaar Agate,1/10/2022,3,7903,2634.33,1370,10/30/2025,Mumbai , Tier 1,Meta,Y
CUST-0005104,Samarth Sengupta,10/19/2022,1,2320,2320,,10/19/2022,Ahmedabad , Tier 1,Influencer,N
